league,season,team,player,nation,position,age,born_year,90s,tackles,tackles_won,tackles_defensive_third,tackles_middle_third,tackles_offensive_third,dribblers_tackled,dribblers_tackled_attempted,perc_dribblers_tackled,dribblers_tackled_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_and_interceptions,clearances,errors
Serie A,2425,Lecce,Hamza Rafia,TUN,MF,26,1999.0,11.8,44,27,14,25,5,15,32,46.9,17,7,2,5,4,48,18,1
Serie A,2425,Lecce,Jesper Karlsson,SWE,FW,26,1998.0,4.9,3,2,3,0,0,2,8,25.0,6,1,0,1,0,3,3,0
Serie A,2425,Lecce,Kevin Bonifazi,ITA,DF,29,1996.0,0.7,1,1,1,0,0,1,1,100.0,0,1,1,0,2,3,3,0
Serie A,2425,Lecce,Kialonda,ANG,DF,27,1997.0,22.8,34,12,24,10,0,12,17,70.6,5,43,27,16,30,64,120,1
Serie A,2425,Lecce,Konan N'dri,CIV,"FW,MF",24,2000.0,3.4,3,3,0,0,3,2,3,66.7,1,4,0,4,1,4,0,0
Serie A,2425,Lecce,Lameck Banda,ZAM,"FW,MF",24,2001.0,6.8,8,5,4,2,2,3,12,25.0,9,7,0,7,2,10,8,1
Serie A,2425,Lecce,Lassana Coulibaly,MLI,MF,29,1996.0,28.6,47,29,16,28,3,23,60,38.3,37,42,12,30,18,65,42,1
Serie A,2425,Lecce,Marco Sala,ITA,DF,25,1999.0,0.8,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
Serie A,2425,Lecce,Medon Berisha,ALB,MF,21,2003.0,7.3,12,8,7,3,2,4,8,50.0,4,6,0,6,10,22,4,2
Serie A,2425,Lecce,Mohamed Kaba,FRA,MF,23,2001.0,4.7,13,8,7,5,1,8,9,88.9,1,10,3,7,4,17,9,1
Serie A,2425,Lecce,Nicola Sansone,ITA,"MF,FW",33,1991.0,0.7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Serie A,2425,Lecce,Nikola Krstović,MNE,FW,25,2000.0,33.0,17,8,4,6,7,6,15,40.0,9,10,6,4,7,24,22,0
Serie A,2425,Lecce,Patrick Dorgu,DEN,"DF,FW",20,2004.0,20.4,45,27,21,19,5,23,45,51.1,22,24,6,18,18,63,42,2
Serie A,2425,Lecce,Rareș-Cătălin Burnete,ROU,FW,21,2004.0,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Serie A,2425,Lecce,Remi Oudin,FRA,"MF,FW",28,1996.0,3.3,3,1,1,1,1,2,4,50.0,2,6,2,4,2,5,1,0
Serie A,2425,Lecce,Santiago Pierotti,ARG,FW,24,2001.0,21.0,45,24,21,18,6,22,48,45.8,26,29,5,24,14,59,30,0
Serie A,2425,Lecce,Tete Morente,ESP,"FW,MF",28,1996.0,22.5,27,17,10,11,6,10,36,27.8,26,16,1,15,14,41,31,1
Serie A,2425,Lecce,Tiago Gabriel,POR,DF,20,2004.0,1.1,0,0,0,0,0,0,0,0.0,0,4,2,2,0,0,11,0
Serie A,2425,Lecce,Valentin Gendrey,FRA,DF,24,2000.0,2.0,2,2,1,0,1,1,1,100.0,0,3,1,2,2,4,1,0
Serie A,2425,Lecce,Wladimiro Falcone,ITA,GK,30,1995.0,37.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,29,3
Serie A,2425,Lecce,Ylber Ramadani,ALB,MF,29,1996.0,19.3,51,28,24,27,0,33,50,66.0,17,26,9,17,24,75,25,3
Serie A,2425,Lecce,Þórir Jóhann Helgason,ISL,MF,24,2000.0,12.5,10,7,3,6,1,7,13,53.8,6,7,2,5,5,15,10,2
Serie A,2425,Milan,Alejandro Jiménez,ESP,"DF,FW",20,2005.0,13.7,23,13,8,13,2,11,27,40.7,16,24,3,21,15,38,22,0
Serie A,2425,Milan,Alexis Saelemaekers,BEL,"DF,FW",25,1999.0,1.0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0
Serie A,2425,Milan,Bob Murphy Omoregbe,ITA,MF,21,2003.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Serie A,2425,Milan,Christian Pulisic,USA,"FW,MF",26,1998.0,26.6,42,28,16,14,12,15,37,40.5,22,24,2,22,5,47,13,2
Serie A,2425,Milan,Davide Bartesaghi,ITA,"DF,MF",19,2005.0,0.6,2,1,1,1,0,2,2,100.0,0,1,1,0,2,4,1,0
Serie A,2425,Milan,Davide Calabria,ITA,DF,28,1996.0,3.5,10,7,10,0,0,4,7,57.1,3,1,0,1,8,18,8,0
Serie A,2425,Milan,Emerson,BRA,DF,26,1999.0,15.3,45,28,24,16,5,16,34,47.1,18,13,2,11,14,59,56,0
Serie A,2425,Milan,Fikayo Tomori,ENG,DF,27,1997.0,16.7,37,23,19,16,2,15,23,65.2,8,16,12,4,19,56,58,2
Serie A,2425,Milan,Filippo Terracciano,ITA,"DF,MF",22,2003.0,6.0,9,6,1,6,2,5,10,50.0,5,1,0,1,6,15,11,0
Serie A,2425,Milan,Francesco Camarda,ITA,"FW,MF",17,2008.0,1.8,5,2,0,2,3,2,6,33.3,4,1,1,0,0,5,3,0
Serie A,2425,Milan,Ismaël Bennacer,ALG,MF,27,1997.0,3.3,5,4,1,3,1,1,7,14.3,6,5,3,2,3,8,1,0
Serie A,2425,Milan,João Félix,POR,MF,25,1999.0,7.6,6,6,3,2,1,4,14,28.6,10,2,0,2,1,7,9,0
Serie A,2425,Milan,Kevin Zeroli,ITA,MF,20,2005.0,0.1,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0
Serie A,2425,Milan,Kyle Walker,ENG,DF,34,1990.0,7.3,17,9,12,4,1,13,17,76.5,4,9,5,4,9,26,15,1
Serie A,2425,Milan,Luka Jović,SRB,"FW,MF",27,1997.0,5.7,0,0,0,0,0,0,0,0.0,0,2,1,1,1,1,3,0
Serie A,2425,Milan,Malick Thiaw,GER,DF,23,2001.0,20.1,24,17,15,6,3,6,10,60.0,4,14,12,2,15,39,76,1
Serie A,2425,Milan,Marco Sportiello,ITA,GK,33,1992.0,1.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Serie A,2425,Milan,Matteo Gabbia,ITA,DF,25,1999.0,22.9,21,15,13,7,1,8,10,80.0,2,24,19,5,13,34,101,1
Serie A,2425,Milan,Mattia Liberali,ITA,MF,18,2007.0,0.7,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0
Serie A,2425,Milan,Mike Maignan,FRA,GK,29,1995.0,35.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,19,3
Serie A,2425,Milan,Noah Okafor,SUI,FW,25,2000.0,4.6,2,1,0,0,2,0,1,0.0,1,1,0,1,2,4,1,0
Serie A,2425,Milan,Rafael Leão,POR,FW,25,1999.0,25.8,16,10,4,8,4,11,29,37.9,18,15,1,14,6,22,4,0
Serie A,2425,Milan,Riccardo Sottil,ITA,"FW,MF",25,1999.0,1.4,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0
Serie A,2425,Milan,Ruben Loftus-Cheek,ENG,MF,29,1996.0,10.5,16,7,4,8,4,5,11,45.5,6,3,0,3,3,19,18,0
Serie A,2425,Milan,Samuel Chukwueze,NGA,"FW,MF",26,1999.0,9.8,16,10,7,5,4,5,18,27.8,13,3,0,3,2,18,9,0
Serie A,2425,Milan,Santiago Giménez,MEX,FW,24,2001.0,7.4,5,3,0,4,1,3,4,75.0,1,3,1,2,1,6,13,0
Serie A,2425,Milan,Strahinja Pavlović,SRB,DF,24,2001.0,19.7,51,31,32,19,0,29,50,58.0,21,15,6,9,16,67,76,0
Serie A,2425,Milan,Tammy Abraham,ENG,FW,27,1997.0,13.1,17,11,2,10,5,6,8,75.0,2,13,0,13,2,19,16,0
Serie A,2425,Milan,Theo Hernández,FRA,DF,27,1997.0,30.0,36,28,23,10,3,21,39,53.8,18,25,10,15,17,53,75,3
Serie A,2425,Milan,Tijjani Reijnders,NED,MF,26,1998.0,33.8,25,13,6,14,5,10,26,38.5,16,22,4,18,35,60,27,2
Serie A,2425,Milan,Warren Bondo,FRA,MF,21,2003.0,1.8,5,3,4,1,0,3,3,100.0,0,1,0,1,0,5,2,0
Serie A,2425,Milan,Youssouf Fofana,FRA,MF,26,1999.0,27.7,56,34,20,31,5,26,52,50.0,26,32,9,23,19,75,23,3
Serie A,2425,Milan,Yunus Musah,USA,"MF,FW",22,2002.0,17.0,26,18,12,9,5,11,16,68.8,5,9,1,8,7,33,9,3
Serie A,2425,Milan,Álvaro Morata,ESP,"FW,MF",32,1992.0,12.2,16,10,5,8,3,5,8,62.5,3,7,2,5,5,21,5,0
Serie A,2425,Monza,Alessandro Bianco,ITA,MF,22,2002.0,27.9,50,28,25,17,8,27,40,67.5,13,39,14,25,22,72,53,4
Serie A,2425,Monza,Andrea Carboni,ITA,DF,24,2001.0,23.3,57,32,37,16,4,32,50,64.0,18,30,16,14,27,84,104,4
Serie A,2425,Monza,Andrea Petagna,ITA,FW,29,1995.0,3.6,2,1,0,1,1,1,2,50.0,1,0,0,0,1,3,2,0
Serie A,2425,Monza,Armando Izzo,ITA,DF,33,1992.0,26.9,40,15,30,9,1,18,36,50.0,18,38,28,10,45,85,100,0
Serie A,2425,Monza,Arvid Brorsson,SWE,DF,26,1999.0,4.0,4,3,2,2,0,2,5,40.0,3,9,8,1,2,6,35,1
Serie A,2425,Monza,Daniel Maldini,ITA,"MF,FW",23,2001.0,14.5,14,6,5,9,0,6,13,46.2,7,8,2,6,4,18,12,2
Serie A,2425,Monza,Danilo D'Ambrosio,ITA,DF,36,1988.0,12.2,28,15,17,10,1,14,23,60.9,9,12,8,4,15,43,36,2
Serie A,2425,Monza,Dany Mota,POR,"FW,MF",27,1998.0,23.4,13,3,2,3,8,4,8,50.0,4,18,1,17,9,22,27,3
Serie A,2425,Monza,Gaetano Castrovilli,ITA,MF,28,1997.0,6.4,12,7,10,2,0,4,11,36.4,7,8,2,6,2,14,9,0
Serie A,2425,Monza,Gianluca Caprari,ITA,"MF,FW",31,1993.0,17.6,19,11,8,8,3,7,14,50.0,7,14,0,14,7,26,2,1
Serie A,2425,Monza,Giorgos Kyriakopoulos,GRE,DF,29,1996.0,30.6,42,26,19,18,5,29,59,49.2,30,28,10,18,23,65,77,0
Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,CIV,"MF,DF",32,1992.0,9.7,28,18,13,14,1,9,18,50.0,9,19,6,13,11,39,13,1
Serie A,2425,Monza,Kacper Urbanski,POL,MF,20,2004.0,5.6,5,3,1,2,2,4,7,57.1,3,7,2,5,2,7,9,0
Serie A,2425,Monza,Keita Baldé,SEN,FW,30,1995.0,6.2,1,1,0,1,0,1,2,50.0,1,4,0,4,2,3,0,0
Serie A,2425,Monza,Kevin Martins,ITA,"MF,DF",20,2005.0,2.0,5,4,3,2,0,3,6,50.0,3,1,0,1,1,6,4,1
Serie A,2425,Monza,Kevin Zeroli,ITA,MF,20,2005.0,4.4,6,2,3,3,0,0,1,0.0,1,6,1,5,2,8,11,0
Serie A,2425,Monza,Luca Caldirola,ITA,DF,34,1991.0,8.9,11,7,8,3,0,4,7,57.1,3,8,6,2,11,22,40,0
Serie A,2425,Monza,Matteo Pessina,ITA,MF,28,1997.0,9.5,15,4,3,11,1,9,14,64.3,5,6,0,6,12,27,7,0
Serie A,2425,Monza,Mattia Valoti,ITA,MF,31,1993.0,0.4,3,3,3,0,0,0,2,0.0,2,2,0,2,0,3,2,0
Serie A,2425,Monza,Milan Đurić,BIH,FW,35,1990.0,14.1,1,1,0,1,0,0,3,0.0,3,6,0,6,2,3,17,0
Serie A,2425,Monza,Mirko Marić,CRO,"FW,MF",30,1995.0,1.2,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,1,0
Serie A,2425,Monza,Omari Forson,ENG,"MF,FW",20,2004.0,2.5,3,3,1,2,0,1,3,33.3,2,3,0,3,1,4,1,0
Serie A,2425,Monza,Pablo Marí,ESP,DF,31,1993.0,18.1,26,15,14,12,0,11,21,52.4,10,24,21,3,37,63,85,2
Serie A,2425,Monza,Patrick Ciurria,ITA,"MF,DF",30,1995.0,11.6,22,14,11,7,4,4,11,36.4,7,13,3,10,6,28,19,0
Serie A,2425,Monza,Pedro Pereira,POR,DF,27,1998.0,28.6,53,32,30,18,5,35,55,63.6,20,25,11,14,18,71,83,4
Serie A,2425,Monza,Roberto Gagliardini,ITA,"MF,DF",31,1994.0,2.0,3,2,1,2,0,1,4,25.0,3,1,0,1,2,5,4,0
Serie A,2425,Monza,Samuele Birindelli,ITA,DF,25,1999.0,15.3,19,14,10,4,5,6,13,46.2,7,14,2,12,9,28,32,2
Serie A,2425,Monza,Samuele Vignato,ITA,MF,21,2004.0,5.2,6,3,0,4,2,3,7,42.9,4,1,0,1,0,6,6,0
Serie A,2425,Monza,Semuel Pizzignacco,ITA,GK,23,2001.0,7.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0
Serie A,2425,Monza,Silvère Ganvoula M'Boussy,CGO,FW,28,1996.0,3.6,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,5,0
Serie A,2425,Monza,Stefan Lekovic,SRB,DF,21,2004.0,4.1,9,4,6,2,1,5,13,38.5,8,4,4,0,7,16,5,0
Serie A,2425,Monza,Stefano Sensi,ITA,MF,29,1995.0,2.8,8,5,4,4,0,5,6,83.3,1,3,2,1,3,11,3,1
Serie A,2425,Monza,Stefano Turati,ITA,GK,23,2001.0,29.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,21,2
Serie A,2425,Monza,Tomás Palacios,ARG,DF,22,2003.0,5.0,11,5,9,2,0,9,13,69.2,4,7,2,5,8,19,17,2
Serie A,2425,Monza,Warren Bondo,FRA,MF,21,2003.0,18.0,35,24,19,12,4,13,19,68.4,6,16,6,10,5,40,8,4
Serie A,2425,Napoli,Alessandro Buongiorno,ITA,DF,25,1999.0,21.4,39,23,26,12,1,24,32,75.0,8,30,18,12,35,74,73,2
Serie A,2425,Napoli,Alessio Zerbin,ITA,"FW,DF",26,1999.0,0.0,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0
Serie A,2425,Napoli,Alex Meret,ITA,GK,28,1997.0,33.4,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,16,0
Serie A,2425,Napoli,Amir Rrahmani,KVX,DF,31,1994.0,37.8,39,31,19,19,1,16,25,64.0,9,43,26,17,27,66,179,2
Serie A,2425,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,29,1995.0,31.7,42,26,8,28,6,15,34,44.1,19,24,6,18,35,77,40,1
Serie A,2425,Napoli,Billy Gilmour,SCO,MF,23,2001.0,13.1,24,15,10,9,5,12,20,60.0,8,6,1,5,9,33,23,0
Serie A,2425,Napoli,Cyril Ngonge,BEL,FW,24,2000.0,2.4,8,5,4,4,0,4,7,57.1,3,3,0,3,2,10,4,0
Serie A,2425,Napoli,David Neres,BRA,FW,28,1997.0,14.3,20,11,9,4,7,10,15,66.7,5,7,0,7,7,27,4,0
Serie A,2425,Napoli,Elia Caprile,ITA,GK,23,2001.0,3.6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
Serie A,2425,Napoli,Giacomo Raspadori,ITA,"FW,MF",25,2000.0,12.3,18,9,6,10,2,8,12,66.7,4,10,2,8,3,21,13,0
Serie A,2425,Napoli,Giovanni Di Lorenzo,ITA,DF,31,1993.0,37.0,66,44,35,25,6,42,65,64.6,23,19,6,13,31,97,85,1
Serie A,2425,Napoli,Giovanni Simeone,ARG,FW,29,1995.0,4.7,2,0,0,1,1,1,6,16.7,5,9,2,7,1,3,6,0
Serie A,2425,Napoli,Juan Jesus,BRA,DF,33,1991.0,11.9,25,14,16,9,0,12,20,60.0,8,15,3,12,9,34,42,0
Serie A,2425,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",24,2001.0,13.1,15,9,4,10,1,4,15,26.7,11,13,0,13,4,19,7,0
Serie A,2425,Napoli,Leonardo Spinazzola,ITA,"DF,FW",32,1993.0,16.9,17,10,6,9,2,10,23,43.5,13,12,1,11,9,26,31,1
Serie A,2425,Napoli,Mathías Olivera,URU,DF,27,1997.0,26.3,63,35,31,25,7,32,53,60.4,21,36,12,24,28,91,74,1
Serie A,2425,Napoli,Matteo Politano,ITA,"FW,MF",31,1993.0,31.2,29,15,17,11,1,15,43,34.9,28,21,1,20,13,42,50,1
Serie A,2425,Napoli,Michael Folorunsho,ITA,"FW,MF",27,1998.0,0.4,3,2,0,3,0,2,4,50.0,2,0,0,0,1,4,1,1
Serie A,2425,Napoli,Noah Okafor,SUI,"FW,MF",25,2000.0,0.4,3,2,3,0,0,2,2,100.0,0,0,0,0,0,3,1,0
Serie A,2425,Napoli,Pasquale Mazzocchi,ITA,"DF,FW",29,1995.0,7.8,15,7,7,5,3,8,15,53.3,7,5,2,3,5,20,25,0
Serie A,2425,Napoli,Philip Billing,DEN,MF,28,1996.0,2.2,9,6,4,4,1,1,4,25.0,3,4,1,3,4,13,6,0
Serie A,2425,Napoli,Rafa Marín,ESP,DF,23,2002.0,1.6,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,4,0
Serie A,2425,Napoli,Romelu Lukaku,BEL,FW,32,1993.0,31.6,4,2,0,2,2,1,4,25.0,3,7,2,5,1,5,17,0
Serie A,2425,Napoli,Scott McTominay,SCO,MF,28,1996.0,32.6,43,25,12,27,4,18,36,50.0,18,22,5,17,24,67,51,0
Serie A,2425,Napoli,Simone Scuffet,ITA,GK,28,1996.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
Serie A,2425,Napoli,Stanislav Lobotka,SVK,MF,30,1994.0,29.3,47,30,16,21,10,19,31,61.3,12,29,11,18,21,68,57,1
Serie A,2425,Napoli,Walid Cheddira,MAR,FW,27,1998.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Serie A,2425,Parma,Adrian Benedyczak,POL,"FW,MF",24,2000.0,2.4,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,8,0
Serie A,2425,Parma,Adrian Bernabe,ESP,MF,23,2001.0,15.2,28,18,16,8,4,14,31,45.2,17,22,9,13,7,35,25,1
Serie A,2425,Parma,Alessandro Circati,AUS,DF,21,2003.0,5.0,5,3,4,1,0,1,1,100.0,0,5,4,1,2,7,36,1
Serie A,2425,Parma,Alessandro Vogliacco,ITA,DF,26,1998.0,8.6,5,2,5,0,0,3,5,60.0,2,15,10,5,3,8,37,0
Serie A,2425,Parma,Ange-Yoan Bonny,FRA,FW,21,2003.0,27.1,34,16,4,23,7,8,14,57.1,6,17,2,15,3,37,17,0
Serie A,2425,Parma,Antoine Hainaut,FRA,"DF,MF",23,2002.0,12.9,26,14,15,8,3,9,13,69.2,4,17,4,13,15,41,59,0
Serie A,2425,Parma,Botond Balogh,HUN,DF,22,2002.0,21.8,32,13,20,12,0,17,23,73.9,6,32,24,8,25,57,137,2
Serie A,2425,Parma,Dennis Man,ROU,"FW,MF",26,1998.0,22.2,13,6,7,3,3,6,24,25.0,18,15,3,12,8,21,11,0
Serie A,2425,Parma,Drissa Camara,CIV,"MF,FW",23,2002.0,5.0,9,7,2,6,1,1,10,10.0,9,8,0,8,3,12,1,0
Serie A,2425,Parma,Emanuele Valeri,ITA,DF,26,1998.0,31.4,51,31,33,15,3,30,60,50.0,30,31,10,21,28,79,101,4
Serie A,2425,Parma,Enrico Del Prato,ITA,DF,25,1999.0,31.7,32,17,23,8,1,19,26,73.1,7,68,34,34,19,51,128,2
Serie A,2425,Parma,Gabriel Charpentier,CGO,FW,26,1999.0,3.0,4,3,2,1,1,3,4,75.0,1,3,0,3,0,4,9,0
Serie A,2425,Parma,Giovanni Leoni,ITA,DF,18,2006.0,13.3,14,6,10,4,0,5,10,50.0,5,20,11,9,15,29,63,1
Serie A,2425,Parma,Hernani,BRA,MF,31,1994.0,14.2,45,24,24,17,4,25,47,53.2,22,26,6,20,19,64,11,1
Serie A,2425,Parma,Jacob Ondrejka,SWE,"MF,FW",22,2002.0,4.2,12,6,5,7,0,10,12,83.3,2,2,0,2,7,19,2,0
Serie A,2425,Parma,Lautaro Valenti,ARG,DF,26,1999.0,16.3,16,12,12,3,1,6,6,100.0,0,24,12,12,11,27,93,1
Serie A,2425,Parma,Leandro Chichizola,ARG,GK,35,1990.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
Serie A,2425,Parma,Mandela Keita,BEL,MF,23,2002.0,20.2,44,25,13,25,6,18,35,51.4,17,18,7,11,21,65,29,2
Serie A,2425,Parma,Mateo Pellegrino,ARG,FW,24,2001.0,7.2,3,2,1,2,0,1,3,33.3,2,5,1,4,0,3,6,0
Serie A,2425,Parma,Mateusz Kowalski,POL,MF,19,2005.0,0.6,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0
Serie A,2425,Parma,Mathias Løvik,NOR,"DF,FW",21,2003.0,1.0,1,0,0,1,0,1,3,33.3,2,1,1,0,2,3,3,0
Serie A,2425,Parma,Matteo Cancellieri,ITA,"FW,MF",23,2002.0,15.8,26,16,15,9,2,11,32,34.4,21,15,1,14,13,39,30,0
Serie A,2425,Parma,Milan Đurić,BIH,FW,35,1990.0,3.0,0,0,0,0,0,0,2,0.0,2,3,0,3,0,0,2,0
Serie A,2425,Parma,Mohamed Haj,TUN,MF,20,2005.0,5.0,3,1,2,1,0,1,2,50.0,1,3,1,2,4,7,5,0
Serie A,2425,Parma,Nahuel Estévez,ARG,MF,29,1995.0,7.2,14,5,6,7,1,5,14,35.7,9,9,2,7,3,17,25,0
Serie A,2425,Parma,Pontus Almqvist,SWE,"FW,MF",25,1999.0,12.4,17,13,7,7,3,8,17,47.1,9,13,0,13,19,36,8,0
Serie A,2425,Parma,Simon Sohm,SUI,MF,24,2001.0,32.4,28,17,11,13,4,16,35,45.7,19,10,3,7,25,53,36,0
Serie A,2425,Parma,Valentin Mihaila,ROU,"FW,MF",25,2000.0,14.3,29,15,8,13,8,9,22,40.9,13,18,0,18,8,37,6,0
Serie A,2425,Parma,Woyo Coulibaly,FRA,DF,26,1999.0,12.0,13,10,9,2,2,5,11,45.5,6,19,2,17,8,21,25,0
Serie A,2425,Parma,Wylan Cyprien,FRA,MF,30,1995.0,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
Serie A,2425,Parma,Yordan Osorio,VEN,DF,31,1994.0,1.9,5,3,4,1,0,2,2,100.0,0,3,1,2,4,9,6,1
Serie A,2425,Parma,Zion Suzuki,JPN,GK,22,2002.0,35.8,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,33,4
Serie A,2425,Roma,Alexis Saelemaekers,BEL,"DF,FW",25,1999.0,14.4,30,17,21,6,3,16,31,51.6,15,12,1,11,8,38,8,1
Serie A,2425,Roma,Anass Salah-Eddine,NED,DF,23,2002.0,1.7,1,1,1,0,0,0,0,0.0,0,0,0,0,1,2,2,2
Serie A,2425,Roma,Angeliño,ESP,DF,28,1997.0,34.3,46,24,20,24,2,17,34,50.0,17,33,9,24,27,73,96,0
Serie A,2425,Roma,Artem Dovbyk,UKR,FW,27,1997.0,26.9,4,2,0,1,3,0,4,0.0,4,10,3,7,2,6,12,0
Serie A,2425,Roma,Bryan Cristante,ITA,MF,30,1995.0,21.7,47,28,17,24,6,15,26,57.7,11,19,10,9,19,66,35,1
Serie A,2425,Roma,Devyne Rensch,NED,DF,22,2003.0,5.2,17,13,8,8,1,9,10,90.0,1,5,3,2,7,24,12,1
Serie A,2425,Roma,Eldor Shomurodov,UZB,"FW,MF",29,1995.0,11.4,13,5,2,7,4,3,6,50.0,3,9,1,8,3,16,5,0
Serie A,2425,Roma,Enzo Le Fée,FRA,MF,25,2000.0,3.5,7,4,5,2,0,2,6,33.3,4,9,3,6,5,12,2,0
Serie A,2425,Roma,Gianluca Mancini,ITA,DF,29,1996.0,33.9,42,26,22,18,2,20,34,58.8,14,22,16,6,35,77,98,0
Serie A,2425,Roma,Leandro Paredes,ARG,MF,30,1994.0,14.3,26,14,9,12,5,16,32,50.0,16,13,4,9,19,45,31,1
Serie A,2425,Roma,Lorenzo Pellegrini,ITA,MF,28,1996.0,18.1,24,16,5,13,6,8,19,42.1,11,8,1,7,6,30,22,0
Serie A,2425,Roma,Lucas Gourna-Douath,FRA,MF,21,2003.0,2.5,9,4,5,4,0,2,6,33.3,4,1,1,0,0,9,2,0
Serie A,2425,Roma,Manu Koné,FRA,MF,24,2001.0,27.6,40,25,17,17,6,19,40,47.5,21,26,4,22,24,64,27,0
Serie A,2425,Roma,Mario Hermoso,ESP,DF,29,1995.0,2.8,2,1,2,0,0,0,1,0.0,1,1,1,0,4,6,13,0
Serie A,2425,Roma,Mats Hummels,GER,DF,36,1988.0,10.2,30,15,16,14,0,11,18,61.1,7,12,4,8,26,56,43,0
Serie A,2425,Roma,Matìas Soulé,ARG,"MF,DF",22,2003.0,18.8,25,16,11,7,7,10,23,43.5,13,25,3,22,9,34,25,0
Serie A,2425,Roma,Mile Svilar,SRB,GK,25,1999.0,37.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,2
Serie A,2425,Roma,Niccolò Pisilli,ITA,MF,20,2004.0,13.6,23,10,10,8,5,12,22,54.5,10,14,3,11,11,34,16,0
Serie A,2425,Roma,Nicola Zalewski,POL,"DF,FW",23,2002.0,5.9,8,6,3,2,3,2,7,28.6,5,7,2,5,4,12,8,2
Serie A,2425,Roma,Obite N'Dicka,CIV,DF,25,1999.0,37.0,32,26,17,15,0,14,21,66.7,7,44,28,16,33,65,144,1
Serie A,2425,Roma,Paulo Dybala,ARG,"FW,MF",31,1993.0,15.7,17,7,3,9,5,8,19,42.1,11,12,1,11,2,19,2,0
Serie A,2425,Roma,Samuel Dahl,SWE,"DF,MF",25,2000.0,0.5,2,2,0,2,0,1,2,50.0,1,2,0,2,0,2,0,0
Serie A,2425,Roma,Saud Abdulhamid,KSA,DF,25,1999.0,2.3,3,2,2,0,1,1,1,100.0,0,2,0,2,2,5,0,0
Serie A,2425,Roma,Stephan El Shaarawy,ITA,"DF,MF",32,1992.0,12.0,16,12,4,6,6,6,12,50.0,6,4,0,4,10,26,13,0
Serie A,2425,Roma,Tammy Abraham,ENG,FW,27,1997.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Serie A,2425,Roma,Tommaso Baldanzi,ITA,"MF,FW",22,2003.0,9.2,12,4,5,4,3,4,12,33.3,8,4,0,4,6,18,8,0
Serie A,2425,Roma,Victor Nelsson,DEN,DF,26,1998.0,2.1,5,4,3,1,1,3,5,60.0,2,1,0,1,2,7,9,0
Serie A,2425,Roma,Zeki Çelik,TUR,DF,28,1997.0,24.1,61,36,20,31,10,23,42,54.8,19,26,8,18,15,76,84,3
Serie A,2425,Torino,Aaron Ciammaglichella,ITA,MF,20,2005.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Serie A,2425,Torino,Adam Masina,MAR,DF,31,1994.0,20.5,33,15,22,10,1,23,40,57.5,17,27,15,12,26,59,92,2
Serie A,2425,Torino,Adrien Tameze,CMR,"MF,DF",31,1994.0,7.2,5,2,2,3,0,1,10,10.0,9,8,5,3,10,15,8,1
Serie A,2425,Torino,Alberto Paleari,ITA,GK,32,1992.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
Serie A,2425,Torino,Alessio Cacciamani,ITA,"MF,DF",17,2007.0,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0
Serie A,2425,Torino,Ali Dembélé,FRA,DF,21,2004.0,3.7,9,5,6,3,0,4,4,100.0,0,5,1,4,1,10,11,1
